OBJECTID,COUNTYFP10,MAZ,TAZ,PUMA5,tractid,CensusTract,Bloc_GroupID,BlockGroup,COUNTY,COUNTY_N
12631,85,218914,201046,2703,6085505403.000000000000000,505403,60855054032.000000000000000,2,SANTA CLARA,7
12632,85,218915,200827,2707,6085508102.000000000000000,508102,60855081021.000000000000000,1,SANTA CLARA,7
12633,85,218916,200827,2707,6085508102.000000000000000,508102,60855081021.000000000000000,1,SANTA CLARA,7
12634,85,218921,200847,2703,6085506103.000000000000000,506103,60855061031.000000000000000,1,SANTA CLARA,7
12635,85,218925,200556,2703,6085506101.000000000000000,506101,60855061013.000000000000000,3,SANTA CLARA,7
12636,85,218942,200059,2706,6085512311.000000000000000,512311,60855123111.000000000000000,1,SANTA CLARA,7
12637,85,218943,200059,2706,6085512311.000000000000000,512311,60855123111.000000000000000,1,SANTA CLARA,7
12638,85,218952,200530,2706,6085512313.000000000000000,512313,60855123132.000000000000000,2,SANTA CLARA,7
12639,85,218960,200076,2706,6085512314.000000000000000,512314,60855123144.000000000000000,4,SANTA CLARA,7
12640,85,218966,200283,2710,6085502903.000000000000000,502903,60855029031.000000000000000,1,SANTA CLARA,7
12641,85,218967,200283,2710,6085502903.000000000000000,502903,60855029031.000000000000000,1,SANTA CLARA,7
12642,85,218968,200283,2710,6085502903.000000000000000,502903,60855029031.000000000000000,1,SANTA CLARA,7
12643,85,218970,200285,2710,6085502902.000000000000000,502902,60855029023.000000000000000,3,SANTA CLARA,7
12644,85,218971,200285,2710,6085502902.000000000000000,502902,60855029023.000000000000000,3,SANTA CLARA,7
12645,85,218972,200285,2710,6085502902.000000000000000,502902,60855029023.000000000000000,3,SANTA CLARA,7
12646,85,218973,200286,2710,6085502902.000000000000000,502902,60855029022.000000000000000,2,SANTA CLARA,7
12647,85,218974,200260,2707,6085507600.000000000000000,507600,60855076004.000000000000000,4,SANTA CLARA,7
12648,85,218977,200689,2707,6085507402.000000000000000,507402,60855074023.000000000000000,3,SANTA CLARA,7
12649,85,218979,200740,2707,6085507402.000000000000000,507402,60855074021.000000000000000,1,SANTA CLARA,7
12650,85,218981,200386,2703,6085506000.000000000000000,506000,60855060004.000000000000000,4,SANTA CLARA,7
12651,85,218982,200992,2703,6085505700.000000000000000,505700,60855057003.000000000000000,3,SANTA CLARA,7
12652,85,218983,201039,2703,6085505700.000000000000000,505700,60855057001.000000000000000,1,SANTA CLARA,7
12653,85,218984,201037,2712,6085511914.000000000000000,511914,60855119141.000000000000000,1,SANTA CLARA,7
12654,85,218987,200335,2712,6085511909.000000000000000,511909,60855119093.000000000000000,3,SANTA CLARA,7
12655,85,218988,200335,2712,6085511909.000000000000000,511909,60855119093.000000000000000,3,SANTA CLARA,7
12656,85,218989,200332,2712,6085511915.000000000000000,511915,60855119151.000000000000000,1,SANTA CLARA,7
12657,85,218992,200012,2703,6085505500.000000000000000,505500,60855055003.000000000000000,3,SANTA CLARA,7
12658,85,218994,201043,2703,6085505403.000000000000000,505403,60855054033.000000000000000,3,SANTA CLARA,7
12659,85,218998,200740,2707,6085507402.000000000000000,507402,60855074021.000000000000000,1,SANTA CLARA,7
12660,85,218999,200740,2707,6085507402.000000000000000,507402,60855074021.000000000000000,1,SANTA CLARA,7
12661,85,219000,200740,2707,6085507402.000000000000000,507402,60855074021.000000000000000,1,SANTA CLARA,7
12662,85,219002,200741,2707,6085507401.000000000000000,507401,60855074015.000000000000000,5,SANTA CLARA,7
12663,85,219003,200741,2707,6085507401.000000000000000,507401,60855074015.000000000000000,5,SANTA CLARA,7
12664,85,219008,201002,2711,6085502908.000000000000000,502908,60855029083.000000000000000,3,SANTA CLARA,7
12665,85,219010,201002,2711,6085502908.000000000000000,502908,60855029083.000000000000000,3,SANTA CLARA,7
12666,85,219011,201048,2711,6085502908.000000000000000,502908,60855029082.000000000000000,2,SANTA CLARA,7
12667,85,219012,201004,2711,6085502908.000000000000000,502908,60855029081.000000000000000,1,SANTA CLARA,7
12668,85,219013,201052,2711,6085502907.000000000000000,502907,60855029072.000000000000000,2,SANTA CLARA,7
12669,85,219014,200038,2701,6085509404.000000000000000,509404,60855094044.000000000000000,4,SANTA CLARA,7
12670,85,219016,200038,2701,6085509404.000000000000000,509404,60855094044.000000000000000,4,SANTA CLARA,7
12671,85,219019,200511,2701,6085509500.000000000000000,509500,60855095001.000000000000000,1,SANTA CLARA,7
12672,85,219020,200613,2701,6085509201.000000000000000,509201,60855092011.000000000000000,1,SANTA CLARA,7
12673,85,219023,200376,2702,6085509102.000000000000000,509102,60855091021.000000000000000,1,SANTA CLARA,7
12674,85,219026,200010,2703,6085505007.000000000000000,505007,60855050071.000000000000000,1,SANTA CLARA,7
12675,85,219031,200023,2701,6085509108.000000000000000,509108,60855091084.000000000000000,4,SANTA CLARA,7
12676,85,219041,200466,2712,6085512029.000000000000000,512029,60855120293.000000000000000,3,SANTA CLARA,7
12677,85,219044,200682,2712,6085512037.000000000000000,512037,60855120371.000000000000000,1,SANTA CLARA,7
12678,85,219045,200633,2712,6085512031.000000000000000,512031,60855120311.000000000000000,1,SANTA CLARA,7
12679,85,219047,200581,2712,6085512029.000000000000000,512029,60855120294.000000000000000,4,SANTA CLARA,7
12680,85,219061,200298,2707,6085507703.000000000000000,507703,60855077034.000000000000000,4,SANTA CLARA,7
12681,85,219062,200995,2707,6085507703.000000000000000,507703,60855077033.000000000000000,3,SANTA CLARA,7
12682,85,219063,200995,2707,6085507703.000000000000000,507703,60855077033.000000000000000,3,SANTA CLARA,7
12683,85,219073,200138,2714,6085503504.000000000000000,503504,60855035044.000000000000000,4,SANTA CLARA,7
12684,85,219074,200138,2714,6085503504.000000000000000,503504,60855035043.000000000000000,3,SANTA CLARA,7
12685,85,219076,200341,2714,6085504002.000000000000000,504002,60855040021.000000000000000,1,SANTA CLARA,7
12686,85,219081,200174,2710,6085503118.000000000000000,503118,60855031181.000000000000000,1,SANTA CLARA,7
12687,85,219082,200311,2710,6085503118.000000000000000,503118,60855031182.000000000000000,2,SANTA CLARA,7
12688,85,219085,201022,2701,6085510400.000000000000000,510400,60855104001.000000000000000,1,SANTA CLARA,7
12689,85,219087,201022,2701,6085510400.000000000000000,510400,60855104001.000000000000000,1,SANTA CLARA,7
12690,85,219092,200875,2701,6085510300.000000000000000,510300,60855103002.000000000000000,2,SANTA CLARA,7
12691,85,219094,200921,2709,6085500600.000000000000000,500600,60855006003.000000000000000,3,SANTA CLARA,7
12692,85,219098,200907,2709,6085500100.000000000000000,500100,60855001004.000000000000000,4,SANTA CLARA,7
12693,85,219100,200681,2712,6085512027.000000000000000,512027,60855120272.000000000000000,2,SANTA CLARA,7
12694,85,219101,200067,2708,6085506502.000000000000000,506502,60855065023.000000000000000,3,SANTA CLARA,7
12695,85,219102,200067,2708,6085506502.000000000000000,506502,60855065023.000000000000000,3,SANTA CLARA,7
12696,85,219104,200067,2708,6085506502.000000000000000,506502,60855065023.000000000000000,3,SANTA CLARA,7
12697,85,219105,200557,2708,6085506305.000000000000000,506305,60855063051.000000000000000,1,SANTA CLARA,7
