OBJECTID,COUNTYFP10,MAZ,TAZ,PUMA5,tractid,CensusTract,Bloc_GroupID,BlockGroup,COUNTY,COUNTY_N
35345,55,612353,600037,1000,6055200601.000000000000000,200601,60552006013.000000000000000,3,NAPA,4
35346,55,612354,600055,1000,6055200503.000000000000000,200503,60552005031.000000000000000,1,NAPA,4
35347,55,612357,600030,1000,6055200201.000000000000000,200201,60552002012.000000000000000,2,NAPA,4
35348,55,612358,600018,1000,6055200400.000000000000000,200400,60552004003.000000000000000,3,NAPA,4
35349,55,612361,600093,1000,6055201003.000000000000000,201003,60552010032.000000000000000,2,NAPA,4
35350,55,612362,600058,1000,6055200301.000000000000000,200301,60552003012.000000000000000,2,NAPA,4
35351,55,612373,600077,1000,6055200706.000000000000000,200706,60552007063.000000000000000,3,NAPA,4
35352,55,612379,600059,1000,6055200301.000000000000000,200301,60552003011.000000000000000,1,NAPA,4
35353,55,612381,600041,1000,6055200803.000000000000000,200803,60552008031.000000000000000,1,NAPA,4
35354,55,612383,600105,1000,6055201005.000000000000000,201005,60552010052.000000000000000,2,NAPA,4
35355,55,612386,600024,1000,6055201200.000000000000000,201200,60552012003.000000000000000,3,NAPA,4
35356,55,612388,600078,1000,6055200706.000000000000000,200706,60552007062.000000000000000,2,NAPA,4
35357,55,612389,600053,1000,6055200501.000000000000000,200501,60552005013.000000000000000,3,NAPA,4
35358,55,612398,600015,1000,6055202000.000000000000000,202000,60552020004.000000000000000,4,NAPA,4
35359,55,612400,600014,1000,6055202000.000000000000000,202000,60552020002.000000000000000,2,NAPA,4
35360,55,612405,600037,1000,6055200601.000000000000000,200601,60552006013.000000000000000,3,NAPA,4
35361,55,612409,600056,1000,6055200301.000000000000000,200301,60552003013.000000000000000,3,NAPA,4
35362,55,612410,600105,1000,6055201005.000000000000000,201005,60552010052.000000000000000,2,NAPA,4
35363,55,612415,600062,1000,6055200704.000000000000000,200704,60552007043.000000000000000,3,NAPA,4
35364,55,612418,600093,1000,6055201003.000000000000000,201003,60552010032.000000000000000,2,NAPA,4
35365,55,612419,600087,1000,6055201101.000000000000000,201101,60552011011.000000000000000,1,NAPA,4
35366,55,612421,600026,1000,6055201401.000000000000000,201401,60552014011.000000000000000,1,NAPA,4
35367,55,612422,600028,1000,6055200202.000000000000000,200202,60552002023.000000000000000,3,NAPA,4
35368,55,612423,600001,1000,6055200203.000000000000000,200203,60552002032.000000000000000,2,NAPA,4
35369,55,612427,600022,1000,6055200900.000000000000000,200900,60552009001.000000000000000,1,NAPA,4
35370,55,612432,600025,1000,6055201200.000000000000000,201200,60552012004.000000000000000,4,NAPA,4
35371,55,612434,600090,1000,6055201005.000000000000000,201005,60552010051.000000000000000,1,NAPA,4
35372,55,612436,600021,1000,6055200802.000000000000000,200802,60552008023.000000000000000,3,NAPA,4
35373,55,612439,600053,1000,6055200501.000000000000000,200501,60552005013.000000000000000,3,NAPA,4
35374,55,612441,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35375,55,612445,600055,1000,6055200503.000000000000000,200503,60552005031.000000000000000,1,NAPA,4
35376,55,612446,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35377,55,612447,600064,1000,6055200400.000000000000000,200400,60552004001.000000000000000,1,NAPA,4
35378,55,612459,600012,1000,6055201900.000000000000000,201900,60552019001.000000000000000,1,NAPA,4
35379,55,612461,600012,1000,6055201900.000000000000000,201900,60552019001.000000000000000,1,NAPA,4
35380,55,612466,600022,1000,6055200900.000000000000000,200900,60552009001.000000000000000,1,NAPA,4
35381,55,612468,600091,1000,6055201007.000000000000000,201007,60552010071.000000000000000,1,NAPA,4
35382,55,612471,600045,1000,6055201500.000000000000000,201500,60552015002.000000000000000,2,NAPA,4
35383,55,612473,600045,1000,6055201500.000000000000000,201500,60552015002.000000000000000,2,NAPA,4
35384,55,612477,600059,1000,6055200301.000000000000000,200301,60552003011.000000000000000,1,NAPA,4
35385,55,612478,600084,1000,6055200601.000000000000000,200601,60552006014.000000000000000,4,NAPA,4
35386,55,612479,600069,1000,6055200504.000000000000000,200504,60552005043.000000000000000,3,NAPA,4
35387,55,612481,600080,1000,6055200703.000000000000000,200703,60552007031.000000000000000,1,NAPA,4
35388,55,612482,600073,1000,6055200703.000000000000000,200703,60552007032.000000000000000,2,NAPA,4
35389,55,612487,600051,1000,6055200501.000000000000000,200501,60552005011.000000000000000,1,NAPA,4
35390,55,612496,600034,1000,6055200504.000000000000000,200504,60552005042.000000000000000,2,NAPA,4
35391,55,612497,600054,1000,6055200504.000000000000000,200504,60552005041.000000000000000,1,NAPA,4
35392,55,612506,600055,1000,6055200503.000000000000000,200503,60552005031.000000000000000,1,NAPA,4
35393,55,612508,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35394,55,612509,600026,1000,6055201401.000000000000000,201401,60552014013.000000000000000,3,NAPA,4
35395,55,612528,600020,1000,6055200803.000000000000000,200803,60552008032.000000000000000,2,NAPA,4
35396,55,612531,600061,1000,6055200707.000000000000000,200707,60552007071.000000000000000,1,NAPA,4
35397,55,612533,600080,1000,6055200703.000000000000000,200703,60552007031.000000000000000,1,NAPA,4
35398,55,612535,600034,1000,6055200504.000000000000000,200504,60552005042.000000000000000,2,NAPA,4
35399,55,612540,600090,1000,6055201005.000000000000000,201005,60552010051.000000000000000,1,NAPA,4
35400,55,612545,600028,1000,6055200202.000000000000000,200202,60552002023.000000000000000,3,NAPA,4
35401,55,612546,600001,1000,6055200203.000000000000000,200203,60552002032.000000000000000,2,NAPA,4
35402,55,612549,600070,1000,6055201003.000000000000000,201003,60552010031.000000000000000,1,NAPA,4
35403,55,612554,600029,1000,6055200202.000000000000000,200202,60552002022.000000000000000,2,NAPA,4
35404,55,612556,600029,1000,6055200202.000000000000000,200202,60552002022.000000000000000,2,NAPA,4
35405,55,612559,600058,1000,6055200301.000000000000000,200301,60552003012.000000000000000,2,NAPA,4
35406,55,612560,600056,1000,6055200301.000000000000000,200301,60552003013.000000000000000,3,NAPA,4
35407,55,612561,600015,1000,6055202000.000000000000000,202000,60552020003.000000000000000,3,NAPA,4
35408,55,612562,600013,1000,6055201900.000000000000000,201900,60552019002.000000000000000,2,NAPA,4
35409,55,612565,600013,1000,6055201900.000000000000000,201900,60552019002.000000000000000,2,NAPA,4
35410,55,612575,600046,1000,6055201500.000000000000000,201500,60552015001.000000000000000,1,NAPA,4
35411,55,612576,600048,1000,6055201601.000000000000000,201601,60552016011.000000000000000,1,NAPA,4
35412,55,612577,600045,1000,6055201500.000000000000000,201500,60552015002.000000000000000,2,NAPA,4
35413,55,612578,600045,1000,6055201500.000000000000000,201500,60552015002.000000000000000,2,NAPA,4
35414,55,612579,600046,1000,6055201500.000000000000000,201500,60552015001.000000000000000,1,NAPA,4
35415,55,612582,600046,1000,6055201500.000000000000000,201500,60552015001.000000000000000,1,NAPA,4
35416,55,612585,600098,1000,6055201602.000000000000000,201602,60552016023.000000000000000,3,NAPA,4
35417,55,612586,600047,1000,6055201602.000000000000000,201602,60552016021.000000000000000,1,NAPA,4
35418,55,612588,600027,1000,6055201401.000000000000000,201401,60552014012.000000000000000,2,NAPA,4
35419,55,612590,600005,1000,6055201402.000000000000000,201402,60552014022.000000000000000,2,NAPA,4
35420,55,612594,600094,1000,6055201007.000000000000000,201007,60552010072.000000000000000,2,NAPA,4
35421,55,612606,600070,1000,6055201003.000000000000000,201003,60552010031.000000000000000,1,NAPA,4
35422,55,612610,600066,1000,6055200505.000000000000000,200505,60552005052.000000000000000,2,NAPA,4
35423,55,612611,600035,1000,6055200503.000000000000000,200503,60552005032.000000000000000,2,NAPA,4
35424,55,612613,600035,1000,6055200503.000000000000000,200503,60552005032.000000000000000,2,NAPA,4
35425,55,612615,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35426,55,612620,600019,1000,6055200400.000000000000000,200400,60552004002.000000000000000,2,NAPA,4
35427,55,612621,600019,1000,6055200400.000000000000000,200400,60552004002.000000000000000,2,NAPA,4
35428,55,612622,600019,1000,6055200400.000000000000000,200400,60552004002.000000000000000,2,NAPA,4
35429,55,612623,600013,1000,6055201900.000000000000000,201900,60552019002.000000000000000,2,NAPA,4
35430,55,612628,600015,1000,6055202000.000000000000000,202000,60552020003.000000000000000,3,NAPA,4
35431,55,612629,600017,1000,6055202000.000000000000000,202000,60552020001.000000000000000,1,NAPA,4
35432,55,612630,600014,1000,6055202000.000000000000000,202000,60552020002.000000000000000,2,NAPA,4
35433,55,612640,600046,1000,6055201500.000000000000000,201500,60552015001.000000000000000,1,NAPA,4
35434,55,612648,600048,1000,6055201601.000000000000000,201601,60552016011.000000000000000,1,NAPA,4
35435,55,612652,600048,1000,6055201601.000000000000000,201601,60552016011.000000000000000,1,NAPA,4
35436,55,612658,600090,1000,6055201005.000000000000000,201005,60552010051.000000000000000,1,NAPA,4
35437,55,612661,600107,1000,6055201005.000000000000000,201005,60552010051.000000000000000,1,NAPA,4
35438,55,612665,600084,1000,6055200601.000000000000000,200601,60552006014.000000000000000,4,NAPA,4
35439,55,612669,600080,1000,6055200703.000000000000000,200703,60552007031.000000000000000,1,NAPA,4
35440,55,612673,600055,1000,6055200503.000000000000000,200503,60552005031.000000000000000,1,NAPA,4
35441,55,612677,600035,1000,6055200503.000000000000000,200503,60552005032.000000000000000,2,NAPA,4
35442,55,612680,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35443,55,612682,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35444,55,612683,600036,1000,6055200202.000000000000000,200202,60552002021.000000000000000,1,NAPA,4
35445,55,612687,600019,1000,6055200400.000000000000000,200400,60552004002.000000000000000,2,NAPA,4
35446,55,612688,600091,1000,6055201007.000000000000000,201007,60552010071.000000000000000,1,NAPA,4
35447,55,612689,600003,1000,6055201402.000000000000000,201402,60552014023.000000000000000,3,NAPA,4
35448,55,612693,600056,1000,6055200302.000000000000000,200302,60552003022.000000000000000,2,NAPA,4
35449,55,612705,600021,1000,6055200802.000000000000000,200802,60552008023.000000000000000,3,NAPA,4
35450,55,612707,600051,1000,6055200501.000000000000000,200501,60552005011.000000000000000,1,NAPA,4
35451,55,612708,600051,1000,6055200501.000000000000000,200501,60552005011.000000000000000,1,NAPA,4
35452,55,612715,600005,1000,6055201402.000000000000000,201402,60552014022.000000000000000,2,NAPA,4
35453,55,612726,600090,1000,6055201005.000000000000000,201005,60552010051.000000000000000,1,NAPA,4
35454,55,612733,600022,1000,6055200900.000000000000000,200900,60552009001.000000000000000,1,NAPA,4
35455,55,612741,600001,1000,6055200203.000000000000000,200203,60552002031.000000000000000,1,NAPA,4
35456,55,612742,600032,1000,6055200201.000000000000000,200201,60552002013.000000000000000,3,NAPA,4
35457,55,612747,600091,1000,6055201007.000000000000000,201007,60552010071.000000000000000,1,NAPA,4
35458,55,612748,600093,1000,6055201003.000000000000000,201003,60552010032.000000000000000,2,NAPA,4
35459,55,612749,600106,1000,6055201004.000000000000000,201004,60552010041.000000000000000,1,NAPA,4
35460,55,612752,600106,1000,6055201004.000000000000000,201004,60552010041.000000000000000,1,NAPA,4
35461,55,612753,600097,1000,6055201402.000000000000000,201402,60552014023.000000000000000,3,NAPA,4
35462,55,612756,600098,1000,6055201602.000000000000000,201602,60552016023.000000000000000,3,NAPA,4
35463,55,612761,600098,1000,6055201602.000000000000000,201602,60552016023.000000000000000,3,NAPA,4
35464,55,612762,600098,1000,6055201602.000000000000000,201602,60552016023.000000000000000,3,NAPA,4
35465,55,612765,600004,1000,6055201601.000000000000000,201601,60552016012.000000000000000,2,NAPA,4
35466,55,612767,600047,1000,6055201602.000000000000000,201602,60552016021.000000000000000,1,NAPA,4
35467,55,612770,600045,1000,6055201500.000000000000000,201500,60552015002.000000000000000,2,NAPA,4
35468,55,612897,600017,1000,6055202000.000000000000000,202000,60552020001.000000000000000,1,NAPA,4
35469,55,661598,600075,1000,6055200705.000000000000000,200705,60552007051.000000000000000,1,NAPA,4
35470,97,710009,700065,1101,6097153903.000000000000000,153903,60971539034.000000000000000,4,SONOMA,9
35471,97,710010,700065,1101,6097153903.000000000000000,153903,60971539034.000000000000000,4,SONOMA,9
35472,97,710011,700065,1101,6097153903.000000000000000,153903,60971539034.000000000000000,4,SONOMA,9
35473,97,710012,700065,1101,6097153903.000000000000000,153903,60971539032.000000000000000,2,SONOMA,9
35474,97,710013,700065,1101,6097153902.000000000000000,153902,60971539023.000000000000000,3,SONOMA,9
35475,97,710016,700065,1101,6097153902.000000000000000,153902,60971539021.000000000000000,1,SONOMA,9
35476,97,710017,700065,1101,6097153902.000000000000000,153902,60971539023.000000000000000,3,SONOMA,9
35477,97,710018,700064,1101,6097153902.000000000000000,153902,60971539021.000000000000000,1,SONOMA,9
35478,97,710019,700064,1101,6097153902.000000000000000,153902,60971539021.000000000000000,1,SONOMA,9
35479,97,710025,700338,1101,6097154000.000000000000000,154000,60971540003.000000000000000,3,SONOMA,9
35480,97,710029,700043,1102,6097151311.000000000000000,151311,60971513113.000000000000000,3,SONOMA,9
35481,97,710030,700323,1102,6097150609.000000000000000,150609,60971506092.000000000000000,2,SONOMA,9
35482,97,710031,700370,1102,6097150609.000000000000000,150609,60971506093.000000000000000,3,SONOMA,9
35483,97,710032,700281,1102,6097150609.000000000000000,150609,60971506094.000000000000000,4,SONOMA,9
35484,97,710034,700074,1102,6097150610.000000000000000,150610,60971506102.000000000000000,2,SONOMA,9
35485,97,710035,700324,1102,6097151311.000000000000000,151311,60971513114.000000000000000,4,SONOMA,9
35486,97,710037,700282,1102,6097151305.000000000000000,151305,60971513051.000000000000000,1,SONOMA,9
35487,97,710043,700164,1102,6097151308.000000000000000,151308,60971513085.000000000000000,5,SONOMA,9
35488,97,710044,700282,1102,6097151305.000000000000000,151305,60971513051.000000000000000,1,SONOMA,9
35489,97,710046,700198,1101,6097154304.000000000000000,154304,60971543043.000000000000000,3,SONOMA,9
35490,97,710047,700198,1101,6097154304.000000000000000,154304,60971543043.000000000000000,3,SONOMA,9
35491,97,710050,700003,1101,6097153703.000000000000000,153703,60971537032.000000000000000,2,SONOMA,9
35492,97,710054,700346,1101,6097152702.000000000000000,152702,60971527024.000000000000000,4,SONOMA,9
35493,97,710055,700320,1101,6097152702.000000000000000,152702,60971527021.000000000000000,1,SONOMA,9
35494,97,710056,700320,1101,6097152702.000000000000000,152702,60971527021.000000000000000,1,SONOMA,9
35495,97,710057,700278,1101,6097152701.000000000000000,152701,60971527015.000000000000000,5,SONOMA,9
35496,97,710060,700277,1101,6097152701.000000000000000,152701,60971527014.000000000000000,4,SONOMA,9
35497,97,710061,700081,1103,6097152202.000000000000000,152202,60971522023.000000000000000,3,SONOMA,9
35498,97,710066,700141,1103,6097153002.000000000000000,153002,60971530024.000000000000000,4,SONOMA,9
35499,97,710076,700151,1103,6097153003.000000000000000,153003,60971530031.000000000000000,1,SONOMA,9
35500,97,710077,700377,1103,6097153300.000000000000000,153300,60971533001.000000000000000,1,SONOMA,9
35501,97,710083,700092,1103,6097151401.000000000000000,151401,60971514011.000000000000000,1,SONOMA,9
35502,97,710088,700208,1101,6097150100.000000000000000,150100,60971501003.000000000000000,3,SONOMA,9
35503,97,710092,700236,1101,6097150500.000000000000000,150500,60971505006.000000000000000,6,SONOMA,9
35504,97,710093,700297,1101,6097154100.000000000000000,154100,60971541001.000000000000000,1,SONOMA,9
35505,97,710096,700296,1101,6097154100.000000000000000,154100,60971541003.000000000000000,3,SONOMA,9
35506,97,710099,700296,1101,6097154100.000000000000000,154100,60971541003.000000000000000,3,SONOMA,9
35507,97,710105,700065,1101,6097153903.000000000000000,153903,60971539034.000000000000000,4,SONOMA,9
35508,97,710106,700341,1101,6097153903.000000000000000,153903,60971539033.000000000000000,3,SONOMA,9
35509,97,710107,700065,1101,6097153903.000000000000000,153903,60971539032.000000000000000,2,SONOMA,9
35510,97,710108,700065,1101,6097153903.000000000000000,153903,60971539032.000000000000000,2,SONOMA,9
35511,97,710109,700065,1101,6097153902.000000000000000,153902,60971539021.000000000000000,1,SONOMA,9
35512,97,710110,700065,1101,6097153902.000000000000000,153902,60971539023.000000000000000,3,SONOMA,9
35513,97,710113,700079,1102,6097151203.000000000000000,151203,60971512033.000000000000000,3,SONOMA,9
35514,97,710118,700369,1102,6097150610.000000000000000,150610,60971506103.000000000000000,3,SONOMA,9
35515,97,710125,700368,1102,6097150603.000000000000000,150603,60971506034.000000000000000,4,SONOMA,9
35516,97,710129,700317,1102,6097151310.000000000000000,151310,60971513104.000000000000000,4,SONOMA,9
35517,97,710134,700006,1101,6097154304.000000000000000,154304,60971543041.000000000000000,1,SONOMA,9
35518,97,710138,700007,1101,6097154304.000000000000000,154304,60971543042.000000000000000,2,SONOMA,9
35519,97,710143,700003,1101,6097153703.000000000000000,153703,60971537034.000000000000000,4,SONOMA,9
35520,97,710144,700171,1101,6097153705.000000000000000,153705,60971537052.000000000000000,2,SONOMA,9
35521,97,710150,700006,1101,6097154304.000000000000000,154304,60971543041.000000000000000,1,SONOMA,9
35522,97,710154,700193,1101,6097154302.000000000000000,154302,60971543024.000000000000000,4,SONOMA,9
35523,97,710158,700278,1101,6097152701.000000000000000,152701,60971527015.000000000000000,5,SONOMA,9
35524,97,710166,700027,1103,6097151700.000000000000000,151700,60971517004.000000000000000,4,SONOMA,9
35525,97,710168,700027,1103,6097151700.000000000000000,151700,60971517004.000000000000000,4,SONOMA,9
35526,97,710169,700027,1103,6097151700.000000000000000,151700,60971517004.000000000000000,4,SONOMA,9
35527,97,710171,700021,1103,6097151504.000000000000000,151504,60971515042.000000000000000,2,SONOMA,9
35528,97,710173,700309,1103,6097153001.000000000000000,153001,60971530012.000000000000000,2,SONOMA,9
35529,97,710174,700030,1103,6097153006.000000000000000,153006,60971530064.000000000000000,4,SONOMA,9
35530,97,710175,700348,1103,6097152801.000000000000000,152801,60971528011.000000000000000,1,SONOMA,9
35531,97,710176,700102,1103,6097152100.000000000000000,152100,60971521001.000000000000000,1,SONOMA,9
35532,97,710178,700254,1103,6097152400.000000000000000,152400,60971524001.000000000000000,1,SONOMA,9
35533,97,710181,700308,1103,6097153001.000000000000000,153001,60971530013.000000000000000,3,SONOMA,9
35534,97,710184,700056,1103,6097151800.000000000000000,151800,60971518005.000000000000000,5,SONOMA,9
35535,97,710185,700112,1103,6097152100.000000000000000,152100,60971521003.000000000000000,3,SONOMA,9
35536,97,710187,700100,1103,6097152000.000000000000000,152000,60971520001.000000000000000,1,SONOMA,9
35537,97,710189,700144,1103,6097153002.000000000000000,153002,60971530023.000000000000000,3,SONOMA,9
35538,97,710190,700112,1103,6097152100.000000000000000,152100,60971521003.000000000000000,3,SONOMA,9
35539,97,710191,700001,1103,6097153200.000000000000000,153200,60971532004.000000000000000,4,SONOMA,9
35540,97,710196,700196,1103,6097153200.000000000000000,153200,60971532002.000000000000000,2,SONOMA,9
35541,97,710197,700291,1103,6097152906.000000000000000,152906,60971529061.000000000000000,1,SONOMA,9
35542,97,710199,700309,1103,6097153001.000000000000000,153001,60971530012.000000000000000,2,SONOMA,9
35543,97,710200,700309,1103,6097153001.000000000000000,153001,60971530012.000000000000000,2,SONOMA,9
35544,97,710202,700029,1103,6097153006.000000000000000,153006,60971530063.000000000000000,3,SONOMA,9
35545,97,710205,700142,1103,6097153002.000000000000000,153002,60971530022.000000000000000,2,SONOMA,9
35546,97,710207,700221,1103,6097151402.000000000000000,151402,60971514022.000000000000000,2,SONOMA,9
35547,97,710212,700044,1103,6097152905.000000000000000,152905,60971529052.000000000000000,2,SONOMA,9
35548,97,710213,700356,1103,6097152400.000000000000000,152400,60971524004.000000000000000,4,SONOMA,9
35549,97,710215,700343,1103,6097153003.000000000000000,153003,60971530033.000000000000000,3,SONOMA,9
35550,97,710216,700259,1101,6097152600.000000000000000,152600,60971526005.000000000000000,5,SONOMA,9
35551,97,710217,700291,1103,6097152906.000000000000000,152906,60971529061.000000000000000,1,SONOMA,9
35552,97,710218,700291,1103,6097152906.000000000000000,152906,60971529061.000000000000000,1,SONOMA,9
35553,97,710219,700346,1101,6097152702.000000000000000,152702,60971527024.000000000000000,4,SONOMA,9
35554,97,710221,700382,1103,6097152904.000000000000000,152904,60971529041.000000000000000,1,SONOMA,9
35555,97,710222,700071,1103,6097151402.000000000000000,151402,60971514025.000000000000000,5,SONOMA,9
35556,97,710224,700291,1103,6097152906.000000000000000,152906,60971529061.000000000000000,1,SONOMA,9
35557,97,710225,700356,1103,6097152400.000000000000000,152400,60971524004.000000000000000,4,SONOMA,9
35558,97,710226,700175,1101,6097153404.000000000000000,153404,60971534042.000000000000000,2,SONOMA,9
35559,97,710231,700228,1101,6097150202.000000000000000,150202,60971502025.000000000000000,5,SONOMA,9
35560,97,710233,700213,1101,6097150202.000000000000000,150202,60971502024.000000000000000,4,SONOMA,9
35561,97,710235,700299,1101,6097154202.000000000000000,154202,60971542023.000000000000000,3,SONOMA,9
35562,97,710236,700294,1101,6097154100.000000000000000,154100,60971541004.000000000000000,4,SONOMA,9
35563,97,710243,700301,1101,6097153801.000000000000000,153801,60971538012.000000000000000,2,SONOMA,9
35564,97,710244,700339,1101,6097154000.000000000000000,154000,60971540002.000000000000000,2,SONOMA,9
35565,97,710246,700035,1101,6097153809.000000000000000,153809,60971538091.000000000000000,1,SONOMA,9
35566,97,710249,700145,1102,6097150901.000000000000000,150901,60971509013.000000000000000,3,SONOMA,9
35567,97,710252,700014,1102,6097150902.000000000000000,150902,60971509022.000000000000000,2,SONOMA,9
35568,97,710253,700132,1102,6097150800.000000000000000,150800,60971508001.000000000000000,1,SONOMA,9
35569,97,710254,700015,1102,6097150902.000000000000000,150902,60971509024.000000000000000,4,SONOMA,9
35570,97,710257,700321,1102,6097150607.000000000000000,150607,60971506073.000000000000000,3,SONOMA,9
35571,97,710258,700128,1102,6097150701.000000000000000,150701,60971507011.000000000000000,1,SONOMA,9
35572,97,710267,700072,1102,6097150612.000000000000000,150612,60971506122.000000000000000,2,SONOMA,9
35573,97,710268,700313,1102,6097151308.000000000000000,151308,60971513084.000000000000000,4,SONOMA,9
35574,97,710270,700316,1102,6097151310.000000000000000,151310,60971513103.000000000000000,3,SONOMA,9
35575,97,710271,700285,1102,6097151305.000000000000000,151305,60971513054.000000000000000,4,SONOMA,9
35576,97,710276,700091,1102,6097151309.000000000000000,151309,60971513093.000000000000000,3,SONOMA,9
35577,97,710284,700150,1102,6097151306.000000000000000,151306,60971513063.000000000000000,3,SONOMA,9
35578,97,710290,700006,1101,6097154304.000000000000000,154304,60971543041.000000000000000,1,SONOMA,9
35579,97,710293,700006,1101,6097154304.000000000000000,154304,60971543041.000000000000000,1,SONOMA,9
35580,97,710296,700006,1101,6097154304.000000000000000,154304,60971543041.000000000000000,1,SONOMA,9
35581,97,710297,700006,1101,6097154304.000000000000000,154304,60971543041.000000000000000,1,SONOMA,9
35582,97,710307,700179,1101,6097153703.000000000000000,153703,60971537031.000000000000000,1,SONOMA,9
35583,97,710310,700294,1101,6097154100.000000000000000,154100,60971541004.000000000000000,4,SONOMA,9
35584,97,710312,700299,1101,6097154202.000000000000000,154202,60971542023.000000000000000,3,SONOMA,9
35585,97,710313,700298,1101,6097154201.000000000000000,154201,60971542014.000000000000000,4,SONOMA,9
35586,97,710318,700296,1101,6097154100.000000000000000,154100,60971541003.000000000000000,3,SONOMA,9
35587,97,710321,700337,1101,6097154000.000000000000000,154000,60971540001.000000000000000,1,SONOMA,9
35588,97,710323,700332,1101,6097153901.000000000000000,153901,60971539014.000000000000000,4,SONOMA,9
35589,97,710324,700035,1101,6097153809.000000000000000,153809,60971538091.000000000000000,1,SONOMA,9
35590,97,710328,700095,1102,6097150601.000000000000000,150601,60971506014.000000000000000,4,SONOMA,9
35591,97,710329,700271,1102,6097150611.000000000000000,150611,60971506112.000000000000000,2,SONOMA,9
35592,97,710331,700130,1102,6097150701.000000000000000,150701,60971507012.000000000000000,2,SONOMA,9
35593,97,710333,700012,1102,6097150702.000000000000000,150702,60971507023.000000000000000,3,SONOMA,9
35594,97,710337,700090,1102,6097151307.000000000000000,151307,60971513071.000000000000000,1,SONOMA,9
35595,97,710341,700122,1102,6097150901.000000000000000,150901,60971509015.000000000000000,5,SONOMA,9
35596,97,710342,700325,1102,6097151311.000000000000000,151311,60971513115.000000000000000,5,SONOMA,9
35597,97,710343,700128,1102,6097150701.000000000000000,150701,60971507011.000000000000000,1,SONOMA,9
35598,97,710344,700282,1102,6097151305.000000000000000,151305,60971513051.000000000000000,1,SONOMA,9
35599,97,710347,700193,1101,6097154302.000000000000000,154302,60971543024.000000000000000,4,SONOMA,9
35600,97,710357,700333,1103,6097152201.000000000000000,152201,60971522011.000000000000000,1,SONOMA,9
35601,97,710359,700239,1103,6097151402.000000000000000,151402,60971514021.000000000000000,1,SONOMA,9
35602,97,710361,700125,1103,6097152201.000000000000000,152201,60971522013.000000000000000,3,SONOMA,9
35603,97,710362,700115,1103,6097152502.000000000000000,152502,60971525022.000000000000000,2,SONOMA,9
35604,97,710366,700025,1103,6097151700.000000000000000,151700,60971517002.000000000000000,2,SONOMA,9
35605,97,710367,700081,1103,6097152202.000000000000000,152202,60971522025.000000000000000,5,SONOMA,9
35606,97,710368,700025,1103,6097152501.000000000000000,152501,60971525011.000000000000000,1,SONOMA,9
35607,97,710371,700141,1103,6097153002.000000000000000,153002,60971530024.000000000000000,4,SONOMA,9
35608,97,710372,700239,1103,6097151402.000000000000000,151402,60971514021.000000000000000,1,SONOMA,9
35609,97,710377,700249,1101,6097150203.000000000000000,150203,60971502032.000000000000000,2,SONOMA,9
35610,97,710380,700195,1101,6097150204.000000000000000,150204,60971502043.000000000000000,3,SONOMA,9
35611,97,710382,700210,1101,6097150100.000000000000000,150100,60971501001.000000000000000,1,SONOMA,9
35612,97,710384,700296,1101,6097154100.000000000000000,154100,60971541003.000000000000000,3,SONOMA,9
35613,97,710385,700295,1101,6097154100.000000000000000,154100,60971541002.000000000000000,2,SONOMA,9
35614,97,710390,700064,1101,6097153902.000000000000000,153902,60971539021.000000000000000,1,SONOMA,9
35615,97,710397,700109,1102,6097150603.000000000000000,150603,60971506031.000000000000000,1,SONOMA,9
35616,97,710401,700368,1102,6097150603.000000000000000,150603,60971506034.000000000000000,4,SONOMA,9
35617,97,710403,700072,1102,6097150612.000000000000000,150612,60971506122.000000000000000,2,SONOMA,9
35618,97,710404,700089,1102,6097151309.000000000000000,151309,60971513092.000000000000000,2,SONOMA,9
35619,97,710405,700010,1102,6097150901.000000000000000,150901,60971509011.000000000000000,1,SONOMA,9
35620,97,710406,700110,1102,6097150603.000000000000000,150603,60971506036.000000000000000,6,SONOMA,9
35621,97,710407,700053,1102,6097151201.000000000000000,151201,60971512011.000000000000000,1,SONOMA,9
35622,97,710411,700013,1102,6097150800.000000000000000,150800,60971508004.000000000000000,4,SONOMA,9
35623,97,710412,700079,1102,6097151203.000000000000000,151203,60971512033.000000000000000,3,SONOMA,9
35624,97,710413,700091,1102,6097151309.000000000000000,151309,60971513093.000000000000000,3,SONOMA,9
35625,97,710420,700356,1103,6097152400.000000000000000,152400,60971524004.000000000000000,4,SONOMA,9
35626,97,710421,700032,1103,6097153102.000000000000000,153102,60971531023.000000000000000,3,SONOMA,9
35627,97,710427,700084,1103,6097152202.000000000000000,152202,60971522021.000000000000000,1,SONOMA,9
35628,97,710429,700144,1103,6097153002.000000000000000,153002,60971530023.000000000000000,3,SONOMA,9
35629,97,710430,700144,1103,6097153002.000000000000000,153002,60971530023.000000000000000,3,SONOMA,9
35630,97,710431,700101,1103,6097152000.000000000000000,152000,60971520002.000000000000000,2,SONOMA,9
