MAZ,e_ag,e_natres,e_util,e_constr,e_man_lgt,e_man_hvy,e_man_bio,e_man_tech,e_logis,e_ret_reg,e_ret_loc,e_transp,e_info,e_fire,e_serv_pers,e_lease,e_prof,e_serv_bus,e_ed_k12,e_ed_high,e_ed_other,e_health,e_serv_soc,e_art_rec,e_hotel,e_eat,e_gov,e_mis
211962,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211964,NA,NA,NA,4.0,NA,NA,NA,NA,NA,3.0,NA,NA,11.0,6.0,5.0,NA,5.0,NA,NA,NA,3.0,NA,5.0,NA,NA,12.0,NA,NA
211965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
211967,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211969,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211972,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,3.0,5.0,40.0,NA,NA,142.0,NA,NA,NA,NA,NA,NA
211973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA
211974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,4.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,1.0
211975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211976,NA,NA,NA,14.0,NA,NA,NA,NA,32.0,35.0,17.0,NA,43.0,7.0,1.0,NA,9.0,6.0,NA,NA,NA,32.0,NA,NA,NA,85.0,NA,0.0
211977,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
211984,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
211985,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,8.0,NA,48.0,NA,NA,NA,12.0,NA,NA,NA,NA,3.0
211988,NA,NA,2.0,8.0,8.0,NA,NA,NA,2.0,7.0,136.0,NA,NA,54.0,22.0,NA,17.0,1.0,20.0,3.0,44.0,18.0,NA,14.0,NA,34.0,NA,NA
211989,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
211990,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA
211991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,3.0,12.0,NA,2.0,NA,NA,NA,10.0,14.0,NA,NA,NA,8.0,NA,NA
211992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0
211993,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211995,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA
211996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211997,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA,35.0,NA,NA,3.0,NA,3.0
211998,NA,NA,2.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA
212003,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212004,NA,NA,NA,36.0,NA,17.0,NA,167.0,72.0,337.0,10.0,1.0,20.0,32.0,70.0,NA,40.0,6.0,NA,NA,NA,20.0,10.0,NA,35.0,37.0,NA,12.0
212005,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,155.0,NA,NA,NA,NA
212006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,7.0,NA,NA,NA,NA,NA,NA,4.0,NA,6.0,NA,NA
212010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212026,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212027,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,NA,NA,8.0,18.0,140.0,NA,7.0,5.0,NA,NA,NA,61.0,NA,NA,NA,NA,NA,0.0
212029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,2.0,1.0,NA,NA,NA,5.0,4.0,NA,NA,NA,NA,NA
212036,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,2.0,500.0,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,0.0
212043,NA,NA,NA,3.0,10.0,NA,NA,NA,NA,70.0,8.0,NA,NA,1.0,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,25.0,NA,NA,0.0
212049,1.0,NA,NA,11.0,NA,NA,NA,NA,NA,1.0,8.0,5.0,1.0,7.0,4.0,NA,19.0,NA,NA,NA,NA,NA,33.0,NA,56.0,70.0,NA,NA
212050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,400.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
212060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,100.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA
212061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,NA,10.0,NA,NA
212062,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,15.0,NA,NA,5.0,9.0,NA,7.0,5.0,NA,16.0,NA,4.0,NA,NA,NA,15.0,NA,NA
212064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0,NA,NA,0.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212068,NA,NA,29.0,6.0,95.0,NA,58.0,258.0,NA,9.0,NA,NA,12.0,NA,NA,NA,230.0,35.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA
212071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212078,NA,NA,NA,NA,NA,NA,NA,2521.0,NA,NA,NA,NA,NA,7.0,4.0,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212083,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,3.0,NA,NA,5.0,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,0.0
212091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212093,NA,NA,NA,NA,NA,NA,NA,NA,19.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,12.0,3.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA
212096,NA,NA,NA,NA,NA,NA,NA,3012.0,NA,5.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212097,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212098,NA,NA,NA,2.0,NA,NA,NA,NA,17.0,7.0,21.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0
212103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212104,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,5.0,NA,NA,2.0,10.0,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA
212107,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,5.0,9.0,NA,3.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA
212110,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212111,NA,NA,NA,5.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,25.0,NA,NA,NA,NA,NA
212118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,NA,NA,NA,NA,NA,83.0,NA
212119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212127,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212135,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,112.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
212136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212140,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,11.0,25.0,NA,2.0,NA,44.0,NA,3.0,152.0,20.0,NA,NA,4.0,NA,3.0
212146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,NA,NA,3.0,NA,NA,NA,NA,6.0,NA,NA,NA,30.0,NA,NA
212152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,3.0
212157,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,1.0,NA,NA,NA,3.0,NA,25.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA
212171,NA,NA,NA,NA,15.0,NA,NA,NA,NA,2.0,16.0,NA,NA,3.0,4.0,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.0,NA,11.0,14.0,11.0,NA,1.0,9.0,NA,NA,NA,4.0,NA,2.0,NA,40.0,NA,NA
212173,NA,NA,NA,45.0,NA,NA,NA,NA,4.0,23.0,5.0,NA,NA,0.0,19.0,NA,2.0,15.0,NA,NA,NA,NA,15.0,NA,NA,NA,NA,NA
212176,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0
212186,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212189,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,2.0,NA,NA,0.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,0.0
212190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212197,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,3.0,NA,34.0,NA,NA,NA,30.0,357.0,40.0,NA,NA,NA,NA,0.0
212202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
212205,NA,NA,NA,NA,4.0,NA,NA,NA,13.0,5.0,20.0,2.0,NA,23.0,14.0,NA,35.0,NA,NA,NA,2.0,10.0,NA,NA,NA,NA,NA,0.0
212206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,5.0,25.0,NA,1.0,NA,400.0,NA,NA,NA,NA,NA,25.0,25.0,NA,0.0
212207,NA,NA,NA,6.0,5.0,NA,NA,NA,NA,5.0,109.0,NA,15.0,1.0,15.0,NA,NA,NA,NA,NA,1.0,5.0,NA,4.0,NA,35.0,NA,3.0
212208,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212210,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,10.0,NA,8.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212211,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,8.0,NA,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,0.0
212214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,3.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212216,NA,NA,NA,NA,30.0,NA,NA,NA,NA,NA,122.0,NA,4.0,12.0,10.0,NA,NA,NA,NA,NA,NA,9.0,NA,NA,NA,107.0,NA,0.0
212218,NA,NA,NA,NA,5.0,NA,NA,NA,NA,202.0,67.0,NA,16.0,20.0,52.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,179.0,NA,0.0
212222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,NA
212224,NA,NA,NA,2.0,NA,NA,NA,11.0,NA,NA,5.0,6.0,NA,27.0,NA,NA,14.0,4.0,NA,NA,NA,53.0,NA,NA,20.0,50.0,NA,3.0
212227,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212233,NA,NA,NA,15.0,48.0,NA,NA,NA,63.0,NA,NA,2.0,NA,NA,10.0,NA,21.0,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA
212234,NA,NA,NA,NA,NA,NA,NA,NA,18.0,3.0,NA,NA,NA,10.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212235,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212237,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212238,NA,NA,NA,3.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,7.0,2.0,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA
212239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA
212245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,23.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212251,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,101.0,NA,NA,9.0,11.0,NA,0.0,NA,220.0,NA,NA,8.0,NA,30.0,NA,50.0,NA,NA
212252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,4.0,NA,NA,NA,NA,NA,3.0,5.0,NA,NA,NA,15.0,NA,NA
212256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,7.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.0,55.0,NA,7.0,31.0,NA,18.0,2.0,NA,NA,12.0,1.0,NA,NA,NA,30.0,NA,NA
212262,NA,NA,NA,3.0,2.0,NA,NA,NA,2.0,NA,5.0,NA,NA,NA,59.0,NA,26.0,2.0,148.0,NA,NA,218.0,NA,NA,NA,NA,NA,0.0
212263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,2.0,NA,NA,NA,NA
212264,NA,NA,NA,18.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,12.0,7.0,NA,3.0,NA,NA,3.0,1.0,NA,3.0,NA,NA,NA,NA,0.0
212265,NA,NA,NA,10.0,NA,NA,NA,NA,NA,2.0,87.0,5.0,14.0,25.0,15.0,NA,2.0,4.0,NA,NA,NA,NA,NA,NA,NA,145.0,NA,3.0
212267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212270,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212271,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,51.0,NA,NA,NA,2.0,NA,NA,NA,NA,NA
212272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA
212273,NA,NA,NA,2.0,3.0,15.0,NA,NA,5.0,2.0,36.0,11.0,4.0,41.0,28.0,NA,2.0,7.0,68.0,NA,NA,22.0,10.0,NA,NA,34.0,NA,0.0
212275,NA,NA,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212277,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212279,NA,NA,NA,5.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,4.0,2.0,NA,7.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
212282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212283,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212288,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,6.0,NA,NA,1.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0
